"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 12:32:39 GMT 2024","Tue Oct 08 12:32:40 GMT 2024","345","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithEmptyEmail","Cenario 03: Não deve realizar login com email vazio",""
"passed","Tue Oct 08 12:32:46 GMT 2024","Tue Oct 08 12:32:47 GMT 2024","396","","Feature: Teste de Obtenção de Usuário","","automation.dev.serverest.api.usecases.GetUserTest","getAUserInTheList","Cenario 01: Deve obter um usuario na lista",""
"passed","Tue Oct 08 12:32:46 GMT 2024","Tue Oct 08 12:32:46 GMT 2024","333","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editUserWithNullFields","Cenario 04: Deve falhar ao realizar edição com campos nulos",""
"passed","Tue Oct 08 12:32:44 GMT 2024","Tue Oct 08 12:32:44 GMT 2024","290","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithEmptyPassword","Cenario 05: Deve falhar ao realizar cadastro com senha em branco",""
"passed","Tue Oct 08 12:32:43 GMT 2024","Tue Oct 08 12:32:44 GMT 2024","321","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithInvalidEmail","Cenario 02: Deve falhar ao realizar cadastro com e-mail inválido",""
"passed","Tue Oct 08 12:32:45 GMT 2024","Tue Oct 08 12:32:46 GMT 2024","340","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editNonExistentUser","Cenario 03: Deve criar um novo usuário ao tentar editar um usuário inexistente",""
"passed","Tue Oct 08 12:32:45 GMT 2024","Tue Oct 08 12:32:45 GMT 2024","308","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editUserWithInvalidData","Cenario 02: Deve falhar ao realizar edição com todos os dados em branco",""
"passed","Tue Oct 08 12:32:40 GMT 2024","Tue Oct 08 12:32:40 GMT 2024","340","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithEmptyPassword","Cenario 05: Não deve realizar login com senha vazia",""
"passed","Tue Oct 08 12:32:44 GMT 2024","Tue Oct 08 12:32:45 GMT 2024","287","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","validateRegistrationSuccessContract","Cenario 06: Deve validar o contrato de resposta ao realizar cadastro com sucesso",""
"passed","Tue Oct 08 12:32:44 GMT 2024","Tue Oct 08 12:32:44 GMT 2024","301","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithEmptyEmail","Cenario 04: Deve falhar ao realizar cadastro com email em branco",""
"passed","Tue Oct 08 12:32:40 GMT 2024","Tue Oct 08 12:32:40 GMT 2024","335","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithInvalidPassword","Cenario 04: Não deve realizar login com senha inválida",""
"passed","Tue Oct 08 12:32:35 GMT 2024","Tue Oct 08 12:32:39 GMT 2024","3795","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginSuccessful","Cenario 01: Deve realizar login com sucesso",""
"passed","Tue Oct 08 12:32:40 GMT 2024","Tue Oct 08 12:32:41 GMT 2024","334","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithEmptyCredentials","Cenario 06: Não deve realizar login com email e senha vazios",""
"passed","Tue Oct 08 12:32:47 GMT 2024","Tue Oct 08 12:32:47 GMT 2024","391","","Feature: Teste de Obtenção de Usuário","","automation.dev.serverest.api.usecases.GetUserTest","validateGetUserContract","Cenario 02: Deve validar o contrato de resposta ao obter um usuário na lista",""
"passed","Tue Oct 08 12:32:45 GMT 2024","Tue Oct 08 12:32:45 GMT 2024","317","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editUserSuccessful","Cenario 01: Deve realizar edição com sucesso",""
"passed","Tue Oct 08 12:32:41 GMT 2024","Tue Oct 08 12:32:41 GMT 2024","370","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithNullEmail","Cenario 08: Não deve realizar login com email nulo",""
"passed","Tue Oct 08 12:32:41 GMT 2024","Tue Oct 08 12:32:42 GMT 2024","334","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithNullPassword","Cenario 09: Não deve realizar login com senha nula",""
"passed","Tue Oct 08 12:32:44 GMT 2024","Tue Oct 08 12:32:44 GMT 2024","261","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithEmptyName","Cenario 03: Deve falhar ao realizar cadastro com nome em branco",""
"passed","Tue Oct 08 12:32:43 GMT 2024","Tue Oct 08 12:32:43 GMT 2024","453","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationSuccessful","Cenario 01: Deve realizar cadastro com sucesso",""
