"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithInvalidEmail","Cenario 02: Deve falhar ao realizar cadastro com e-mail inválido",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithNullPassword","Cenario 09: Não deve realizar login com senha nula",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","1","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editUserWithInvalidData","Cenario 02: Deve falhar ao realizar edição com todos os dados em branco",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithEmptyPassword","Cenario 05: Não deve realizar login com senha vazia",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithInvalidPassword","Cenario 04: Não deve realizar login com senha inválida",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editUserSuccessful","Cenario 01: Deve realizar edição com sucesso",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithEmptyName","Cenario 03: Deve falhar ao realizar cadastro com nome em branco",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","14","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","validateEditUserContract","Cenario 05: Deve validar o contrato de resposta ao editar usuário com sucesso",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editUserWithNullFields","Cenario 04: Deve falhar ao realizar edição com campos nulos",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","4","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationSuccessful","Cenario 01: Deve realizar cadastro com sucesso",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithInvalidEmail","Cenario 02: Não deve realizar login com email invalido",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","5","","Feature: Teste de Obtenção de Usuário","","automation.dev.serverest.api.usecases.GetUserTest","getAUserInTheList","Cenario 01: Deve obter um usuario na lista",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","8","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","validateRegistrationSuccessContract","Cenario 06: Deve validar o contrato de resposta ao realizar cadastro com sucesso",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","3","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithEmptyEmail","Cenario 04: Deve falhar ao realizar cadastro com email em branco",""
"broken","Tue Sep 24 13:01:54 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","710","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginSuccessful","Cenario 01: Deve realizar login com sucesso",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Testes de Edição de Usuário","","automation.dev.serverest.api.usecases.EditUserTest","editNonExistentUser","Cenario 03: Deve criar um novo usuário ao tentar editar um usuário inexistente",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","validateLoginSuccessContract","Cenario 10: Deve validar o contrato de resposta ao realizar login com sucesso",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","1","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithEmptyCredentials","Cenario 06: Não deve realizar login com email e senha vazios",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","1","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithSpacesInCredentials","Cenario 07: Não deve realizar login com email e senha com espaços em branco",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","1","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithNullEmail","Cenario 08: Não deve realizar login com email nulo",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Cadastro de Usuário","","automation.dev.serverest.api.usecases.RegisterTest","registrationWithEmptyPassword","Cenario 05: Deve falhar ao realizar cadastro com senha em branco",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","1","","Feature: Teste de Obtenção de Usuário","","automation.dev.serverest.api.usecases.GetUserTest","validateGetUserContract","Cenario 02: Deve validar o contrato de resposta ao obter um usuário na lista",""
"broken","Tue Sep 24 13:01:55 GMT 2024","Tue Sep 24 13:01:55 GMT 2024","2","","Feature: Teste de Login de Usuário","","automation.dev.serverest.api.usecases.LoginUserTest","loginWithEmptyEmail","Cenario 03: Não deve realizar login com email vazio",""
